codigo,descripcion
39.5.0.25,ANGIOPLASTIA DE VENAS PULMONARES VÍA ABIERTA
39.5.0.26,ANGIOPLASTIA DE VENAS PULMONARES MÍNIMAMENTE INVASIVA
39.5.0.27,ANGIOPLASTIA DE VENAS PULMONARES VÍA PERCUTÁNEA (ENDOVASCULAR)
39.5.0.28,MARSUPIALIZACIÓN AL PERICARDIO Y COLOCACIÓN DE PARCHE EN VENAS PULMONARES
39.5.0.30,ANGIOPLASTIA CON BALÓN DE VASOS DE MIEMBROS SUPERIORES ANGIOPLASTIA CON BALÓN DE VASOS DE MIEMBROS
39.5.0.31,"SUPERIORES, CON PRÓTESIS (STENT) O INJERTO (S) PROTÉSICO (S)"
39.5.0.60,ANGIOPLASTIA O ATERECTOMÍA DE VASOS ABDOMINALES CON BALÓN
39.5.0.61,"ANGIOPLASTIA O ATERECTOMÍA DE VASOS ABDOMINALES CON BALÓN, CON PRÓTESIS (STENT) O INJERTO (S) PROTÉSICO (S)"
39.5.0.62,ANGIOPLASTIA O ATERECTOMÍA DE ARTERIA MESENTÉRICA
39.5.0.63,ANGIOPLASTIA O ATERECTOMÍA DE ARTERIA RENAL
39.5.0.80,"ANGIOPLASTIA O ATERECTOMÍA DE VASOS DE MIEMBROS INFERIORES, CON BALÓN ANGIOPLASTIA O ATERECTOMÍA DE VASOS DE MIEMBROS"
39.5.0.81,"INFERIORES, CON BALÓN, PRÓTESIS (STENT) O INJERTO (S)"
39.5.1.01,DENERVACIÓN DE ARTERIAS RENALES VÍA PERCUTÁNEA (ENDOVASCULAR)
39.5.1.02,CUPS” CÓDIGO                                    DESCRIPCIÓN PLASTIA POR ESTENOSIS DE VENAS SISTÉMICAS VÍA ABIERTA
39.5.1.03,TUNELIZACIÓN DE VENA CAVA IZQUIERDA A LA AURÍCULA DERECHA
39.5.1.04,ANGIOPLASTIA QUÍMICA DE VASOS INTRACRANEALES
39.5.2.02,AQUELLA POR ANEURISMA GIGANTE (MAYOR DE DOS CENTÍMETROS DE DIÁMETRO) ENTRE OTRAS CAUSAS ECOGRAFÍA DOPPLER COMO GUÍA PARA PROCEDIMIENTOS (88.2.8.40) REPARACIÓN DE ANEURISMA POR ENVOLTURA [REFORZAMIENTO DE PARED]
39.5.2.05,REPARACIÓN DE ANEURISMA POR OCLUSIÓN VÍA PERCUTÁNEA (ENDOVASCULAR)
39.5.2.11,REPARO DE VASOS DE GRAN CALIBRE VÍA ABIERTA
39.5.2.12,REPARO DE VASOS DE GRAN CALIBRE VÍA ENDOSCOPICA
39.5.2.13,REPARO DE VASOS DE GRAN CALIBRE VÍA PERCUTÁNEA (ENDOVASCULAR)
39.5.2.14,REPARO DE VASOS DE MEDIANO CALIBRE VÍA ABIERTA
39.5.2.15,REPARO DE VASOS DE MEDIANO CALIBRE VÍA ENDOSCOPICA
39.5.2.16,REPARO DE VASOS DE MEDIANO CALIBRE VÍA PERCUTÁNEA (ENDOVASCULAR)
39.5.2.17,REPARO DE VASOS DE PEQUEÑO CALIBRE VÍA ABIERTA
39.5.2.18,REPARO DE VASOS DE PEQUEÑO CALIBRE VÍA ENDOSCOPICA
39.5.2.19,REPARO DE VASOS DE PEQUEÑO CALIBRE VÍA PERCUTÁNEA (ENDOVASCULAR)
39.5.2.20,REPARACIÓN DE ANEURISMA DE AORTA VÍA PERCUTÁNEA
39.5.3.01,RESECCIÓN DE VASO CON ANASTOMOSIS (38.3.); OTRA ESCISIÓN DE VASOS SANGUÍNEOS (38.6.); RESECCIÓN DE VASO CON SUSTITUCIÓN (38.4.); REVISIÓN DERIVACIÓN (FÍSTULA) ARTERIOVENOSA PARA DIÁLISIS RENAL (39.4.2.) CIERRE DE FÍSTULA ARTERIOVENOSA VÍA ABIERTA
39.5.3.02,CIERRE DE FÍSTULA ARTERIOVENOSA VÍA PERCUTÁNEA (ENDOVASCULAR)
39.5.3.03,CIERRE DE FÍSTULA ARTERIOVENOSA MÍNIMAMENTE INVASIVA
39.5.3.04,CIERRE DE FÍSTULA ARTERIOARTERIAL VÍA ABIERTA
39.5.3.05,CIERRE DE FÍSTULA ARTERIOARTERIAL MÍNIMAMENTE INVASIVA
39.5.3.06,CIERRE DE FÍSTULA ARTERIOARTERIAL VÍA PERCUTÁNEA (ENDOVASCULAR)
39.5.3.07,CIERRE DE FÍSTULA VENOVENOSA VÍA ABIERTA
39.5.3.08,CIERRE DE FÍSTULA VENOVENOSA MÍNIMAMENTE INVASIVA
39.5.3.09,CIERRE DE FÍSTULA VENOVENOSA VÍA PERCUTÁNEA
39.5.4.01,OPERACIÓN DE RE-ENTRADA (AORTA)
39.5.6.01,TEJIDO REPARACIÓN DE VASO SANGUÍNEO CON INJERTO DE PARCHE DE TEJIDO
39.5.7.01,SINTÉTICO REPARACIÓN DE VASO SANGUÍNEO CON INJERTO DE PARCHE SINTÉTICO
39.5.8.01,ESPECIFICADO REPARACIÓN DE VASO SANGUÍNEO CON INJERTO DE PARCHE NO ESPECIFICADO
39.6.1.01,CARDÍACA ABIERTA PREPARACIÓN DE MEZCLA DE MEDICAMENTOS PARA CARDIOPLEJIA CIRCULACIÓN EXTRACORPÓREA AUXILIAR PARA CIRUGÍA CARDÍACA ABIERTA [DERIVACIÓN CARDIOPULMONAR]
39.6.2.01,ABIERTA HIPOTERMIA (SISTÉMICA) ACCESORIA DE CIRUGÍA CARDÍACA
39.6.5.01,OXIGENACIÓN EXTRACORPOREA DE MEMBRANA [ECMO]
39.6.5.02,CANULACIÓN PERIFÉRICA PARA DISPOSITIVO DE OXIGENACIÓN DE MEMBRANA EXTRACORPOREA [ECMO]
39.6.5.03,CANULACIÓN CENTRAL PARA DISPOSITIVO DE OXIGENACIÓN DE MEMBRANA EXTRACORPOREA [ECMO]
39.6.5.04,REACOMODACIÓN O RECANULACIÓN DE DISPOSITIVO DE OXIGENACIÓN DE MEMBRANA EXTRACORPOREA [ECMO]
39.6.5.05,RETIRO DE DISPOSITIVO DE OXIGENACIÓN DE MEMBRANA
39.6.6.01,"DERIVACIÓN CARDIOPULMONAR, VÍA PERCUTÁNEA"
39.7.2.01,EXPLORACIÓN DE ARTERIAS EN CUERO CABELLUDO Y CARA
39.7.2.02,EXPLORACIÓN DE ARTERIAS ZONA I Y III DE CUELLO
39.7.2.03,EXPLORACIÓN DE ARTERIAS EN ZONA II DE CUELLO
39.7.2.04,EXPLORACIÓN DE VENAS EN CUERO CABELLUDO Y CARA
39.7.2.05,EXPLORACIÓN DE VENA EN ZONA I Y III DEL CUELLO
39.7.2.06,EXPLORACIÓN DE VENA EN ZONA II DEL CUELLO
39.7.2.07,EXPLORACIÓN DE VASOS DE CABEZA Y CUELLO
39.7.3.01,EXPLORACIÓN DE ARTERIA SUBCLAVIA
39.7.3.02,EXPLORACIÓN DE ARTERIA AXILAR
39.7.3.03,EXPLORACIÓN DE ARTERIA DE BRAZO O ANTEBRAZO
39.7.3.04,EXPLORACIÓN DE VENA SUBCLAVIA
39.7.3.05,EXPLORACIÓN DE VENA AXILAR
39.7.3.06,EXPLORACIÓN DE VENA DE BRAZO O ANTEBRAZO
39.7.3.07,EXPLORACIÓN DE VASOS DE MIEMBROS SUPERIORES
39.7.4.01,EXPLORACIÓN DE AORTA ABDOMINAL
39.7.5.01,EXPLORACIÓN DE VASOS TORÁCICOS POR ESTERNOTOMÍA
39.7.5.02,EXPLORACIÓN DE VASOS TORÁCICOS POR TORACOTOMÍA
39.7.5.03,EXPLORACIÓN DE VASOS TORÁCICOS POR TORACOSCOPIA
39.7.6.01,EXPLORACIÓN DE ARTERIAS ABDOMINALES
39.7.7.01,EXPLORACIÓN DE VENAS ABDOMINALES
39.7.8.01,EXPLORACIÓN ARTERIAL SUPRAPATELAR
39.7.8.02,EXPLORACIÓN ARTERIAL INFRAPATELAR
39.7.8.03,EXPLORACIÓN DE ARTERIAS DE MIEMBROS INFERIORES
39.7.9.01,EXPLORACIÓN VENOSA SUPRAPATELAR
39.7.9.02,EXPLORACIÓN VENOSA INFRAPATELAR
39.7.9.03,EXPLORACIÓN DE VENAS DE MIEMBROS INFERIORES
39.8.0.01,RESECCIÓN DE TUMOR DE CUERPO CAROTÍDEO (QUEMODECTOMÍA) SIN ESCISIÓN DE LA CARÓTIDA
39.8.0.02,RESECCIÓN DE TUMOR DE CUERPO CAROTÍDEO (QUEMODECTOMÍA) CON ESCISIÓN DE LA CARÓTIDA
39.8.1.01,EN CUERPO CAROTÍDEO IMPLANTACIÓN EN CUERPO CAROTÍDEO DE MARCAPASOS O
39.9.0.01,ENDOVASCULARES INSERCIÓN O IMPLANTE DE OTRO DISPOSITIVO ENDOVASCULAR (ESPECÍFICO)
39.9.1.01,VASCULAR) LIBERACIÓN DE VASO SANGUÍNEO (ADHERENCIAS DE HAZ
39.9.2.01,INYECCIÓN (ESCLEROSIS) DE VÁRICES ESOFÁGICAS VÍA HEMORROIDES (49.4.2.) INYECCIÓN DE AGENTE ESCLEROSANTE EN VENA
39.9.4.01,SUSTITUCIÓN O REVISIÓN DE CÁNULA VASO A VASO
39.9.5.01,HEMODIÁLISIS ESTÁNDAR CON BICARBONATO
39.9.5.02,HEMOPERFUSIÓN
39.9.5.03,HEMOFILTRACIÓN INTERMITENTE
39.9.5.04,HEMODIAFILTRACIÓN INTERMITENTE
39.9.5.05,HEMODIAFILTRACIÓN DE ALTO VOLUMEN INTERMITENTE
39.9.6.01,INYECCIÓN O INFUSIÓN DE SUSTANCIA TERAPÉUTICA O SUSTANCIAS TERAPÉUTICAS O PROFILÁCTICA (99.2.) PERFUSIÓN DE CUERPO ENTERO EN ASISTENCIA CIRCULATORIA
39.9.6.02,PERFUSIÓN DE CUERPO ENTERO EN ASISTENCIA RESPIRATORIA
39.9.7.01,PERFUSIÓN LOCAL (REGIONAL) DIRÍGIDA CON CATÉTER
39.9.7.02,PERFUSIÓN LOCAL
39.9.8.01,HEMOFILTRACIÓN ARTERIOVENOSA CONTINUA (CAVH)
39.9.8.02,HEMOFILTRACIÓN VENOVENOSA CONTINUA (CVVH)
39.9.8.03,HEMODIAFILTRACIÓN ARTERIOVENOSA
39.9.8.04,CUPS” CÓDIGO                              DESCRIPCIÓN HEMODIAFILTRACIÓN VENOVENOSA CONTINUA
39.9.9.01,RETIRO DE CATÉTER INTRARTERIAL
39.9.9.02,RETIRO DE CATÉTER INTRARTERIAL O INTRAVENOSO PERMANENTE
39.9.9.03,RESECCIÓN DE MALFORMACIÓN VASCULAR EN CUERO CABELLUDO CARA O CUELLO
40.1.0.01,BIOPSIA DE GANGLIO LINFÁTICO CENTINELA CON TINCIÓN
40.1.0.02,BIOPSIA DE GANGLIO LINFÁTICO CENTINELA CON
40.1.1.01,BIOPSIA DE GANGLIO LINFÁTICO SUPERFICIAL
40.1.1.02,BIOPSIA DE GANGLIO LINFÁTICO PROFUNDO
40.1.2.01,LOCALIZACIÓN DE LESIÓN NO PALPABLE DE MAMA RADIOGUIADA (85.1.3.03) BÚSQUEDA DE LESIÓN OCULTA RADIOGUIADA
40.2.1.01,PROFUNDO ESCISIÓN DE GANGLIO LINFÁTICO CERVICAL PROFUNDO
40.2.1.02,ABLACIÓN DE GANGLIO LINFÁTICO CERVICAL PROFUNDO VÍA
40.2.2.01,ESCISIÓN DE GANGLIO LINFÁTICO MAMARIO INTERNO
40.2.3.01,ESCISIÓN DE GANGLIO LINFÁTICO AXILAR VÍA ABIERTA
40.2.4.01,ESCISIÓN DE GANGLIO LINFÁTICO INGUINAL
40.2.5.01,ESCISIÓN DE HIGROMA QUÍSTICO DE CUELLO
40.2.6.01,ESCISIÓN DE LINFANGIOMA DE CUELLO
40.3.0.01,"SUBCUTÁNEO ESCISIÓN DE GANGLIO LINFÁTICO REGIONAL EXTENDIDA AL ÁREA DE DRENAJE LINFÁTICO, INCLUSO PIEL Y TEJIDO CELULAR SUBCUTÁNEO"
40.4.0.01,CUELLO VACIAMIENTO LINFÁTICO RADICAL O RADICAL MODIFICADO DE CUELLO UNILATERAL VÍA ABIERTA
40.4.0.02,CUPS” CÓDIGO                                 DESCRIPCIÓN VACIAMIENTO LINFÁTICO RADICAL O RADICAL MODIFICADO DE CUELLO UNILATERAL VÍA ENDOSCÓPICA
40.4.0.03,VACIAMIENTO LINFÁTICO RADICAL O RADICAL MODIFICADO DE CUELLO BILATERAL VÍA ABIERTA
40.4.0.04,VACIAMIENTO LINFÁTICO RADICAL O RADICAL MODIFICADO DE
40.4.4.01,VACIAMIENTO LINFÁTICO SELECTIVO [FUNCIONAL] DE CUELLO VÍA ABIERTA
40.4.4.02,VACIAMIENTO LINFÁTICO SELECTIVO [FUNCIONAL] DE CUELLO VÍA ENDOSCÓPICA
40.4.4.03,VACIAMIENTO LINFÁTICO SELECTIVO [FUNCIONAL] DE MEDIASTINO POR CERVICOTOMÍA
40.4.4.04,VACIAMIENTO LINFÁTICO SELECTIVO [FUNCIONAL] DE MEDIASTINO
40.5.1.01,VACIAMIENTO RADICAL LINFÁTICO AXILAR VÍA ABIERTA
40.5.1.02,VACIAMIENTO RADICAL LINFÁTICO AXILAR VÍA ENDOSCÓPICA
40.5.2.01,TORÁCICO O MEDIASTINAL VACIAMIENTO RADICAL LINFÁTICO (LINFADENECTOMÍA) DE MEDIASTINO VÍA ABIERTA
40.5.2.02,VACIAMIENTO RADICAL LINFÁTICO (LINFADENECTOMÍA) DE MEDIASTINO VÍA TORACOSCÓPICA
40.5.2.03,VACIAMIENTO RADICAL LINFÁTICO (LINFADENECTOMÍA) DE
40.5.3.04,"LINFADENECTOMÍA RADICAL INGUINOFEMORAL, UNILATERAL VÍA ABIERTA"
40.5.3.05,"LINFADENECTOMÍA RADICAL INGUINOFEMORAL, UNILATERAL VÍA LAPAROSCÓPICA"
40.5.3.06,LINFADENECTOMÍA RADICAL INGUINOILÍACO BILATERAL VÍA ABIERTA
40.5.3.07,LINFADENECTOMÍA RADICAL INGUINOILÍACO BILATERAL VÍA
40.5.4.04,LINFADENECTOMÍA RADICAL ABDOMINAL VÍA ABIERTA
40.5.4.05,LINFADENECTOMÍA RADICAL ABDOMINAL VÍA LAPAROSCÓPICA
40.5.4.06,LINFADENECTOMÍA RADICAL PÉLVICA VÍA ABIERTA
40.5.4.07,LINFADENECTOMÍA RADICAL PÉLVICA VÍA LAPAROSCÓPICA
40.5.4.08,LINFADENECTOMÍA RADICAL EXTRAPERITONEAL VÍA ABIERTA
40.5.4.09,LINFADENECTOMÍA RADICAL EXTRAPERITONEAL VÍA LAPAROSCÓPICA
40.5.4.11,LINFADENECTOMÍA RADICAL ABDOMINO INGUINAL VÍA ABIERTA
40.5.4.12,LINFADENECTOMÍA RADICAL ABDOMINO INGUINAL VÍA LAPAROSCÓPICA
40.5.5.02,RETROPERITONEALES RESECCIÓN RADICAL DE GANGLIOS LINFÁTICOS RETROPERITONEALES VÍA ABIERTA
40.5.5.03,LINFADENECTOMÍA RETROPERITONEAL VÍA LAPAROSCÓPICA
40.5.6.01,INFERIORES CUPS” CÓDIGO                                   DESCRIPCIÓN VACIAMIENTO RADICAL EPITROCLEAR VÍA ABIERTA
40.5.6.02,VACIAMIENTO RADICAL POPLITEO VÍA ABIERTA
40.6.2.01,FISTULIZACIÓN DE CONDUCTO TORÁCICO
40.6.3.01,CIERRE DE FÍSTULA DEL CONDUCTO TORÁCICO
40.6.4.01,LIGADURA DEL CONDUCTO TORÁCICO VÍA ABIERTA
40.6.4.02,LIGADURA DEL CONDUCTO TORÁCICO POR TORACOSCOPIA
40.6.5.01,DERIVACIÓN LINFOVENOSA
40.6.6.01,LIGADURA (OBLITERACIÓN) EN EL ÁREA ILÍACA
40.7.1.01,ANASTOMOSIS DE VASOS LINFÁTICOS DE GRUESO CALIBRE
40.7.2.01,LINFANGIORRAFIA
40.7.3.01,LINFANGIOPLASTIA
40.7.4.01,TRASPLANTE DE LINFÁTICOS AUTÓGENOS
41.0.5.01,TRASPLANTE AUTÓLOGO DE MÉDULA ÓSEA
41.0.5.02,TRASPLANTE AUTÓLOGO DE CÉLULAS MADRES
41.0.6.01,TRASPLANTE ALOGÉNICO DE MÉDULA ÓSEA
41.0.6.02,TRASPLANTE ALOGÉNICO DE CÉLULAS MADRES
41.0.6.03,HEMATOPOYÉTICAS DE SANGRE PERIFÉRICA TRASPLANTE ALOGÉNICO DE CÉLULAS MADRES
41.3.1.01,BIOPSIA POR ASPIRACIÓN DE MÉDULA ÓSEA
41.3.2.01,BIOPSIA DE BAZO VÍA PERCUTÁNEA
41.3.2.02,BIOPSIA DE BAZO VÍA ABIERTA
41.3.2.04,BIOPSIA DE BAZO VÍA LAPAROSCÓPICA
41.4.1.01,MARSUPIALIZACIÓN DE QUISTE ESPLÉNICO VÍA ABIERTA
41.4.1.02,MARSUPIALIZACIÓN DE QUISTE ESPLÉNICO VÍA LAPAROSCÓPICA
41.4.2.01,ESCISIÓN O ABLACIÓN DE LESIÓN O TEJIDO DE BAZO VÍA ABIERTA
41.4.2.02,ESCISIÓN O ABLACIÓN DE LESIÓN O TEJIDO DE BAZO VÍA
41.4.3.01,ESPLENECTOMÍA PARCIAL VÍA ABIERTA
41.4.3.02,ESPLENECTOMÍA PARCIAL VÍA LAPAROSCÓPICA
41.4.4.01,EXTRACCIÓN DE CUERPO EXTRAÑO DEL BAZO VÍA ABIERTA
41.4.4.02,EXTRACCIÓN DE CUERPO EXTRAÑO DEL BAZO VÍA
41.4.5.01,ESCISIÓN DE BAZO ACCESORIO VÍA ABIERTA
41.4.5.02,ESCISIÓN DE BAZO ACCESORIO VÍA LAPAROSCÓPICA
41.5.1.02,ESPLENECTOMÍA TOTAL VÍA ABIERTA
41.5.1.03,ESPLENECTOMÍA TOTAL VÍA LAPAROSCÓPICA
41.6.1.02,ESPLENORRAFIA VÍA ABIERTA
41.6.1.03,ESPLENORRAFIA VÍA LAPAROSCÓPICA
41.6.2.01,ESPLENONEUMOPEXIA VÍA ABIERTA
41.6.2.02,ESPLENONEUMOPEXIA VÍA LAPAROSCÓPICA
41.9.1.01,ASPIRACIÓN DE MÉDULA ÓSEA DE DONANTE
41.9.2.01,INYECCIÓN O INFUSIÓN DE MÉDULA ÓSEA
41.9.3.01,EMPAQUETAMIENTO Y DESEMPAQUETAMIENTO DEL BAZO
42.0.1.01,DRENAJE DE COLECCIÓN DE ESÓFAGO POR ESOFAGOTOMÍA VÍA ABIERTA
42.0.1.02,DRENAJE DE COLECCIÓN DE ESÓFAGO POR ESOFAGOTOMÍA VÍA ENDOSCÓPICA
42.0.1.03,DRENAJE DE COLECCIÓN DE ESÓFAGO POR ESOFAGOTOMÍA VÍA TORACOSCÓPICA
42.0.1.04,DRENAJE DE COLECCIÓN DE ESÓFAGO POR ESOFAGOTOMÍA VÍA
42.1.1.01,ESOFAGOSTOMÍA CON MIOTOMÍA CERVICAL VÍA ABIERTA
42.1.1.02,ESOFAGOSTOMÍA CON MIOTOMÍA CERVICAL VÍA ENDOSCÓPICA
42.2.0.01,ESOFAGOSCOPIA OPERATORIA POR INCISIÓN
42.2.0.02,ESOFAGOSCOPIA A TRAVÉS DE ESTOMA ARTIFICIAL
42.2.0.03,ESOFAGOSCOPIA VÍA ORAL EXPLORATORIA O DIAGNÓSTICA SIN BIOPSIA
42.2.0.04,INYECCIÓN EN ESÓFAGO DE SUSTANCIA PROFILÁCTICA O
42.2.6.01,BIOPSIA DE ESÓFAGO VÍA ABIERTA
42.2.6.02,BIOPSIA DE ESÓFAGO VÍA ENDOSCÓPICA
42.3.0.01,DIVERTICULOSTOMÍA DE ESÓFAGO TRANSORAL
42.3.1.03,DIVERTICULECTOMÍA DE ESÓFAGO CERVICAL VÍA ABIERTA
42.3.1.04,DIVERTICULECTOMÍA DE ESÓFAGO CERVICAL VÍA ENDOSCÓPICA
42.3.1.05,DIVERTICULECTOMÍA DE ESÓFAGO TORÁCICO VÍA ABIERTA
42.3.1.06,DIVERTICULECTOMÍA DE ESÓFAGO TORÁCICO VÍA TORACOSCÓPICA
42.3.1.07,DIVERTICULECTOMÍA DE ESÓFAGO VÍA LAPAROSCÓPICA
42.3.2.04,RESECCIÓN DE LESIÓN O TUMOR DE ESÓFAGO CERVICAL VÍA ABIERTA
42.3.2.05,RESECCIÓN DE LESIÓN O TUMOR DE ESÓFAGO TORÁCICO VÍA ABIERTA
42.3.2.06,RESECCIÓN DE LESIÓN O TUMOR DE ESÓFAGO TORÁCICO VÍA TORACOSCÓPICA
42.3.2.07,RESECCIÓN DE LESIÓN O TUMOR DE ESÓFAGO ABDOMINAL VÍA ABIERTA
42.3.2.08,RESECCIÓN DE LESIÓN O TUMOR DE ESÓFAGO ABDOMINAL VÍA
42.3.3.01,POLIPECTOMÍA DE ESÓFAGO VÍA ENDOSCÓPICA
42.3.3.02,CONTROL DE HEMORRAGIA DE ESÓFAGO VÍA ENDOSCÓPICA
42.3.3.04,INYECCIÓN (ESCLEROSIS) DE VÁRICES ESOFÁGICAS VÍA ENDOSCÓPICA
42.3.3.05,LIGADURA DE VÁRICES ESOFÁGICAS VÍA ENDOSCÓPICA
42.3.3.06,ABLACIÓN DE LESIÓN ESOFÁGICA VÍA ENDOSCÓPICA
42.3.3.08,RESECCIÓN DE LESIÓN MUCOSA DE ESÓFAGO VÍA ENDOSCÓPICA
42.3.3.09,RESECCIÓN DE LESIÓN SUBMUCOSA DE ESÓFAGO VÍA
42.4.1.01,ESOFAGECTOMÍA PARCIAL VÍA ABIERTA
42.4.1.02,ESOFAGECTOMÍA PARCIAL VÍA TORACOSCÓPICA
42.4.1.03,ESOFAGECTOMÍA PARCIAL VÍA LAPAROSCÓPICA
42.4.2.01,ESOFAGECTOMÍA TOTAL VÍA ABIERTA
42.4.2.02,ESOFAGECTOMÍA TOTAL VÍA TORACOSCÓPICA
42.4.2.03,ESOFAGECTOMÍA TOTAL VÍA LAPAROSCÓPICA
42.5.1.01,ESOFAGOESOFAGOSTOMÍA INTRATORÁCICA O CERVICAL VÍA ABIERTA
42.5.1.02,ESOFAGOESOFAGOSTOMÍA INTRATORÁCICA O CERVICAL VÍA TORACOSCÓPICA
42.5.1.03,ESOFAGOESOFAGOSTOMÍA INTRATORÁCICA O CERVICAL VÍA
42.5.2.01,RECONSTRUCCIÓN O ANASTOMOSIS ESOFÁGICA CON INTERPOSICIÓN DEL ESTÓMAGO VÍA ABIERTA
42.5.2.02,RECONSTRUCCIÓN O ANASTOMOSIS ESOFÁGICA CON INTERPOSICIÓN DEL ESTÓMAGO VÍA TORACOSCÓPICA
42.5.2.03,RECONSTRUCCIÓN O ANASTOMOSIS ESOFÁGICA CON INTERPOSICIÓN DEL ESTÓMAGO VÍA LAPAROSCÓPICA
42.5.2.04,RECONSTRUCCIÓN O ANASTOMOSIS ESOFÁGICA CON TUBO GÁSTRICO VÍA ABIERTA
42.5.2.05,CUPS” CÓDIGO                                 DESCRIPCIÓN RECONSTRUCCIÓN O ANASTOMOSIS ESOFÁGICA CON TUBO GÁSTRICO VÍA LAPAROSCÓPICA
42.5.2.06,RECONSTRUCCIÓN O ANASTOMOSIS ESOFÁGICA CON ASCENSO GÁSTRICO RETROESTERNAL VÍA ABIERTA
42.5.2.07,RECONSTRUCCIÓN O ANASTOMOSIS ESOFÁGICA CON ASCENSO GÁSTRICO RETROESTERNAL POR TORACOSCOPIA
42.5.2.08,RECONSTRUCCIÓN O ANASTOMOSIS ESOFÁGICA CON ASCENSO GÁSTRICO MEDIASTINAL VÍA ABIERTA
42.5.2.09,RECONSTRUCCIÓN O ANASTOMOSIS ESOFÁGICA CON ASCENSO GÁSTRICO MEDIASTINAL POR TORACOSCOPIA
42.5.3.01,INTERPOSICIÓN DEL INTESTINO DELGADO RECONSTRUCCIÓN O ANASTOMOSIS ESOFÁGICA CON INTERPOSICIÓN DEL INTESTINO DELGADO VÍA ABIERTA
42.5.3.02,RECONSTRUCCIÓN O ANASTOMOSIS ESOFÁGICA CON INTERPOSICIÓN DEL INTESTINO DELGADO VÍA TORACOSCÓPICA
42.5.3.03,RECONSTRUCCIÓN O ANASTOMOSIS ESOFÁGICA CON INTERPOSICIÓN DEL INTESTINO DELGADO VÍA LAPAROSCÓPICA
42.5.5.03,INTERPOSICIÓN DE COLON RECONSTRUCCIÓN ESOFÁGICA CON INTERPOSICIÓN DE COLON VÍA ABIERTA
42.5.5.04,RECONSTRUCCIÓN ESOFÁGICA CON INTERPOSICIÓN DE COLON VÍA TORACOSCÓPICA
42.5.5.05,RECONSTRUCCIÓN ESOFÁGICA CON INTERPOSICIÓN DE COLON
42.5.7.01,RECONSTRUCCIÓN DE ESÓFAGO CON COLGAJO LIBRE CON
42.5.8.01,CIERRE DE PERFORACIÓN O FÍSTULA ESOFÁGICA VÍA
42.7.1.01,ESOFAGOTOMÍA CERVICAL VÍA ABIERTA
42.7.1.02,ESOFAGOTOMÍA CERVICAL VÍA ENDOSCÓPICA
42.7.2.01,ESOFAGOTOMÍA TRANSTORÁCICA CON MIOTOMÍA
42.7.3.01,ESOFAGOTOMÍA CON MIOTOMÍA EN ESPIRAL
42.7.4.01,ESOFAGOCARDIOMIOTOMÍA ABDOMINAL O TORÁCICA [HELLER] VÍA ABIERTA
42.7.4.02,ESOFAGOCARDIOMIOTOMÍA ABDOMINAL O TORÁCICA [HELLER] POR LAPAROSCOPIA
42.7.4.03,ESOFAGOCARDIOMIOTOMÍA ENDOSCÓPICA POR VIA ORAL [POEM]
42.8.1.01,ESÓFAGO INSERCIÓN DE TUBO O PRÓTESIS (STENT) PERMANENTE EN
42.8.2.01,ESOFAGORRAFIA POR CERVICOTOMÍA
42.8.2.02,ESOFAGORRAFIA POR TORACOTOMÍA
42.8.2.03,ESOFAGORRAFIA POR TORACOSCOPIA
42.8.3.01,CIERRE DE ESOFAGOSTOMÍA
42.8.5.01,REPARACIÓN DE ESTENOSIS ESOFÁGICA
42.8.6.01,CREACIÓN DE TÚNEL SUBCUTÁNEO SIN ANASTOMOSIS
42.8.7.01,REPARACIÓN DE ATRESIA ESOFÁGICA VÍA ABIERTA
42.8.7.02,REPARACIÓN DE ATRESIA ESOFÁGICA POR TORACOSCOPIA
42.9.1.02,LIGADURA DE VÁRICES ESOFÁGICAS POR TRANSECCIÓN GÁSTRICA
42.9.1.03,LIGADURA DE VÁRICES ESOFÁGICAS POR TORACOTOMÍA
42.9.1.04,LIGADURA DE VÁRICES ESOFÁGICAS POR TORACOSCÓPICA
42.9.2.09,DILATACIÓN ESOFÁGICA CON DISPOSITIVO
42.9.3.01,INSERCIÓN DE DISPOSITIVO EN ESÓFAGO VÍA ENDOSCÓPICA
42.9.4.01,"ESÓFAGO CON REPARO PRIMARIO EXTRACCIÓN DE CUERPO EXTRAÑO O LESIÓN LOCALIZADA EN ESÓFAGO CON REPARO PRIMARIO, VÍA CERVICAL"
42.9.4.02,"EXTRACCIÓN DE CUERPO EXTRAÑO O LESIÓN LOCALIZADA EN ESÓFAGO CON REPARO PRIMARIO, VÍA TRANSTORÁCICA"
42.9.4.05,EXTRACCIÓN ENDOSCÓPICA DE CUERPO EXTRAÑO EN ESÓFAGO
42.9.5.01,INSERCIÓN DE OTRO DISPOSITIVO ESOFAGOGÁSTRICO
42.9.6.01,ESÓFAGO REPOSICIONAMIENTO DE DISPOSITIVO EN ESÓFAGO VÍA ENDOSCÓPICA
42.9.6.02,EXTRACCIÓN DE DISPOSITIVO EN ESÓFAGO VÍA ENDOSCÓPICA
43.0.1.02,EXTRACCIÓN DE CUERPO EXTRAÑO MÚLTIPLE (BEZOARD) POR GASTROTOMÍA VÍA ABIERTA
43.0.1.03,EXTRACCIÓN DE CUERPO EXTRAÑO MÚLTIPLE (BEZOARD) POR
43.1.0.01,GASTROSTOMÍA VÍA ABIERTA
