codigo,descripcion,uvr,valor,capitulo,ref
716120,VULVECTOMÍA PARCIAL O UNILATERAL (MENOS DEL 80% DEL AREA VULVAR),40,,ARTICULO 11,11631
716200,VULVECTOMÍA BILATERAL SIMPLE O PARCIAL SOD,60,,ARTICULO 11,11631
715200,VULVECTOMÍA TOTAL O COMPLETA BILATERAL SOD,80,,ARTICULO 11,11632
715100,VULVECTOMÍA RADICAL SOD,150,,ARTICULO 11,11633
707920,CORRECCIÓN DE LACERACIÓN OBSTÉTRICA ANTIGUA EN VAGINA,50,,ARTICULO 11,11641
717910,CORRECCIÓN DE LACERACIÓN OBSTÉTRICA ANTIGUA EN VULVA Y PERINÉ,50,,ARTICULO 11,11641
717930,PERINEOPLASTIA POR DESGARRO ANTIGUO DE PERINE,50,,ARTICULO 11,11641
717102,SUTURA DE DESGARRO O LACERACION OBSTETRICA RECIENTE QUE INVOLUCRA,40,,ARTICULO 11,11643
756200,REPARACION DE LACERACIONES O DESGARROS OBSTÉTRICOS RECIENTES QUE,70,,ARTICULO 11,11644
756100,REPARACION DE LACERACIONES O DESGARROS OBSTÉTRICOS RECIENTES QUE,110,,ARTICULO 11,11552
735300,ASISTENCIA DEL PARTO NORMAL CON EPISIORRAFIA Y/O PERINEORRAFIA SOD (27),65,,ARTICULO 12,12101
735910,ASISTENCIA DEL PARTO ESPONTÁNEO NORMAL (EXPULSIVO) (27),45,,ARTICULO 12,12101
735930,ASISTENCIA DEL PARTO ESPONTÁNEO GEMELAR O MULTIPLE (27),65,,ARTICULO 12,12101
735931,ASISTENCIA DEL PARTO INTERVENIDO GEMELAR O MULTIPLE (27),65,,ARTICULO 12,12101
721001,PARTO INSTRUMENTADO CON FORCEPS ESPATULAS DE VELASCO BAJOS (27),65,,ARTICULO 12,12101
721002,PARTO INSTRUMENTADO CON FORCEPS ESPATULAS DE VELASCO MEDIOS (27),65,,ARTICULO 12,12101
725100,EXTRACCIÓN ( TOTAL O PARCIAL) INSTRUMENTADA EN PODÁLICA SOD (27),65,,ARTICULO 12,12101
732201,PARTO INTERVENIDO CON MANIOBRA DE VERSION FETAL INTERNA Y COMBINADA CON EXTRACION (27),65,,ARTICULO 12,12101
754101,"REMOCIÓN MANUAL DE PLACENTA RETENIDA Y/O REVISION UTERINA, SIN ATENCIÓN",30,,ARTICULO 12,12103
740100,CESÁREA SEGMENTARIA TRANSPERITONEAL SOD,70,,ARTICULO 12,12110
740200,CESÁREA CORPORAL SOD,70,,ARTICULO 12,12110
740300,CESÁREA EXTRAPERITONEAL SOD,85,,ARTICULO 12,12111
750101,LEGRADO UTERINO OBSTETRICO POSTPARTO O POSTABORTO POR DILATACION Y CURETAJE (89),55,,ARTICULO 12,12112
750105,LEGRADO UTERINO OBSTETRICO POSTPARTO O POSTABORTO POR ASPIRACIÓN AL VACIO (89),55,,ARTICULO 12,12112
751100,AMNIOCENTESIS DIAGNÓSTICA SOD,20,,ARTICULO 12,12113
751200,AMNIOCENTESIS TERAPEUTICA (NO DELIBERADAMENTE ABORTIVA) SOD,20,,ARTICULO 12,12113
680100,HISTEROTOMÍA SOD,75,,ARTICULO 12,12114
659300,ESCISIÓN DE EMBARAZO ECTÓPICO OVÁRICO SIN OOFORECTOMÍA SOD,75,,ARTICULO 12,12115
691920,ESCISIÓN DE EMBARAZO ECTÓPICO INTRALIGAMENTOSO,75,,ARTICULO 12,12115
743100,REMOCIÓN DE EMBARAZO ECTOPICO ABDOMINAL SOD,120,,ARTICULO 12,12116
743200,REMOCIÓN DE FETO EN CAVIDAD PERITONEAL SUBSIGUIENTE A RUPTURA UTERINA O,120,,ARTICULO 12,12116
660203,SALPINGOSTOMÍA Y SALPINGOPASTIA (86),130,,ARTICULO 12,12117
756910,REPARO SECUNDARIO DE EPISIOTOMÍA,30,,ARTICULO 12,12118
753600,CORDOCENTESIS SOD,40,,ARTICULO 12,12119
684001,HISTERECTOMÍA TOTAL ABDOMINAL CON REMOCIÓN DE MOLA O FETO MUERTO Relativo (UVR):,150,,ARTICULO 12,12120
770100,"SECUESTRECTOMÍA, DRENAJE, DESBRIDAMIENTO O CURETAJE DE ESCÁPULA , CLAVÍCULA O TORAX (COSTILLAS Y ESTERNÓN) SOD (91) EXCLUYE: el desbridamiento de fractura abierta (91)",40,,ARTICULO 13,13100
776101,ESCISIÓN TUMOR BENIGNO DE CLAVÍCULA,40,,ARTICULO 13,13100
776104,ESCISIÓN TUMOR BENIGNO DE ESCÁPULA,40,,ARTICULO 13,13100
770200,"SECUESTRECTOMÍA, DRENAJE, DESBRIDAMIENTO DE HUMERO SOD (91)",85,,ARTICULO 13,13101
776201,ESCISIÓN TUMOR BENIGNO EN HÚMERO,55,,ARTICULO 13,13101
776202,ESCISIÓN TUMOR BENIGNO EN HÚMERO CON INJERTO,70,,ARTICULO 13,13102
776203,ESCISIÓN TUMOR MALIGNO EN HÚMERO,70,,ARTICULO 13,13102
796100,LAVADO Y DESBRIDAMIENTO DE FRACTURA ABIERTA DE HUMERO SOD (98) EXCLUYE: el lavado y desbridamiento de articulación y luxofractura (98),70,,ARTICULO 13,13104
808011,"DESBRIDAMIENTO, LAVADO Y LIMPIEZA DE ARTICULACIÓN DE HOMBRO VIA ABIERTA",40,,ARTICULO 13,13105
834200,"DESBRIDAMIENTO DE MÚSCULO, TENDÓN Y FASCIA EXCEPTO MANO SOD",40,,ARTICULO 13,13105
834910,"LIMPIEZA Y DESBRIDAMIENTO QUIRURGICOS DE MUSCULOS , TENDONES Y FASCIA EN",40,,ARTICULO 13,13105
786101,"EXTRACCIÓN DE DISPOSITIVO IMPLANTADO EN ESCAPULA, CLAVICULA O TORAX [COSTILLAS Y ESTERNON] (96) EXCLUYE: el retiro de electrodos y/o receptor neuroestimulador (96)",45,,ARTICULO 13,13110
786201,EXTRACCIÓN DE DISPOSITIVO IMPLANTADO EN HUMERO (96),55,,ARTICULO 13,13111
786202,EXTRACCIÓN DE CUERPO EXTRAÑO EN HUMERO POR VIA ABIERTA (96),55,,ARTICULO 13,13112
839901,EXTRACCIÓN DE CUERPO EXTRAÑO EN TEJIDOS BLANDOS DE HOMBRO (MÚSCULOS,45,,ARTICULO 13,13113
839902,EXTRACCIÓN DE CUERPO EXTRAÑO EN TEJIDOS BLANDOS DE BRAZO (MÚSCULOS,45,,ARTICULO 13,13113
786102,"EXTRACCIÓN DE CUERPO EXTRAÑO EN ESCAPULA, CLAVICULA O TORAX [COSTILLAS Y ESTERNON] POR VIA ABIERTA (96)",55,,ARTICULO 13,13114
772104,OSTEOTOMÍA DE ESCÁPULA,40,,ARTICULO 13,13120
778101,RESECCIÓN PARCIAL DE ESCÁPULA (94),60,,ARTICULO 13,13120
779101,RESECCIÓN TOTAL DE ESCÁPULA,80,,ARTICULO 13,13120
772100,OSTEOTOMÍA EN CLAVÍCULA SOD,50,,ARTICULO 13,13121
772101,OSTEOTOMÍA DE CLAVÍCULA CON FIJACIÓN INTERNA [DISPOSITIVOS DE FIJACIÓN U,55,,ARTICULO 13,13121
772201,OSTEOTOMÍA DE HUMERO CON FIJACION INTERNA O EXTERNA [DISPOSITIVOS DE,110,,ARTICULO 13,13122
778203,RESECCION DE CABEZA HUMERAL (94),100,,ARTICULO 13,13122
782104,ACORTAMIENTO DE HUMERO MEDIANTE RESECCIÓN/OSTEOTOMÍA,100,,ARTICULO 13,13122
778102,RESECCIÓN PARCIAL DE CLAVÍCULA (94),40,,ARTICULO 13,13123
779102,RESECCIÓN TOTAL DE CLAVÍCULA,55,,ARTICULO 13,13124
778201,RESECCIÓN DE EPICÓNDILO O EPITROCLEA HUMERAL (94),80,,ARTICULO 13,13126
778202,HEMI O DIAFISECTOMÍA DE HÚMERO (94),85,,ARTICULO 13,13127
780101,INJERTO ÓSEO EN CLAVÍCULA,65,,ARTICULO 13,13140
780200,INJERTO ÓSEO EN HUMERO SOD,75,,ARTICULO 13,13141
843100,REMODELACIÓN [REVISIÓN] [ RECONSTRUCCIÓN] DEL MUÑON DE AMPUTACIÓN DE,70,,ARTICULO 13,13142
843300,REMODELACIÓN [REVISIÓN] [ RECONSTRUCCIÓN] DEL MUÑON DE AMPUTACIÓN DE,70,,ARTICULO 13,13142
776102,ESCISIÓN TUMOR MALIGNO DE CLAVÍCULA,120,,ARTICULO 13,13143
776105,ESCISIÓN TUMOR MALIGNO DE ESCÁPULA,120,,ARTICULO 13,13143
779202,RESECCIÓN RADICAL DE HUMERO SIN INJERTO,120,,ARTICULO 13,13144
779203,RESECCIÓN TOTAL O RADICAL DE HUMERO CON INJERTO,175,,ARTICULO 13,13145
779201,RESECCIÓN DE HÚMERO (PROXIMAL O DISTAL),130,,ARTICULO 13,13146
798106,ESCAPULOPEXIA [TRATAMIENTO DE LA LUXACION CONGENITA DE ESCAPULA ALADA],175,,ARTICULO 13,13147
818301,ACROMIOPLASTIA VIA ABIERTA,60,,ARTICULO 13,13148
783202,ALARGAMIENTO DE HÚMERO POR INJERTO CON DISPOSITIVOS INTERNOS DE FIJACIÓN,200,,ARTICULO 13,13149
787100,"OSTEOCLASTIA DE ESCÁPULA , CLAVÍCULA O TORAX [COSTILLAS Y ESTERNÓN] SOD",40,,ARTICULO 13,M13160
792102,REDUCCIÓN ABIERTA SIN FIJACION INTERNA FRACTURA DE ESCÁPULA O CLAVICULA,55,,ARTICULO 13,M13161
792103,REDUCCIÓN ABIERTA SIN FIJACION INTERNA FRACTURA CUELLO Y GLENOIDES,55,,ARTICULO 13,M13162
790100,REDUCCIÓN CERRADA DE FRACTURA SIN FIJACION INTERNA DE ESCAPULA,20,,ARTICULO 13,13150
791100,REDUCCIÓN CERRADA DE FRACTURA CON FIJACIÓN INTERNA DE ESCÁPULA ,25,,ARTICULO 13,13150
790200,REDUCCIÓN CERRADA DE FRACTURA SIN FIJACIÓN INTERNA DE HUMERO SOD,50,,ARTICULO 13,13152
794101,REDUCCION CERRADA DE EPIFISIS SEPARADA EN HUMERO SIN FIJACION,50,,ARTICULO 13,13152
794102,REDUCCION CERRADA DE EPIFISIS SEPARADA EN HUMERO CON FIJACION,60,,ARTICULO 13,13152
785100,"FIJACION INTERNA SIN REDUCCION DE FRACTURA EN ESCÁPULA, CLAVÍCULA O",70,,ARTICULO 13,13170
793101,REDUCCIÓN ABIERTA DE FRACTURA CON FIJACION INTERNA (DISPOSITIVOS DE,70,,ARTICULO 13,13170
793202,REDUCCIÓN ABIERTA DE FRACTURA DE TUBEROSIDAD PROXIMAL DE HUMERO CON,100,,ARTICULO 13,13171
793203,REDUCCIÓN ABIERTA DE FRACTURA CONMINUTA DE TERCIO PROXIMAL HÚMERO CON,100,,ARTICULO 13,13171
795101,REDUCCIÓN ABIERTA SIN FIJACIÓN INTERNA DE EPÍFISIS SEPARADA DE HUMERO,90,,ARTICULO 13,13171
795102,REDUCCIÓN ABIERTA CON FIJACIÓN INTERNA DE EPÍFISIS SEPARADA DE HUMERO,100,,ARTICULO 13,13171
792200,REDUCCIÓN ABIERTA DE FRACTURA SIN FIJACIÓN INTERNA DE HUMERO SOD,90,,ARTICULO 13,13172
785200,FIJACIÓN INTERNA SIN REDUCCIÓN DE FRACTURA DE HUMERO SOD,90,,ARTICULO 13,13173
791201,REDUCCIÓN CERRADA DE FRACTURA CON FIJACIÓN INTERNA DE HUMERO ( EPIFISIS O,90,,ARTICULO 13,13173
793210,REDUCCIÓN ABIERTA DE FRACTURA EN DIÁFISIS DE HÚMERO CON FIJACION INTERNA,105,,ARTICULO 13,13174
781201,APLICACIÓN DE TUTORES EXTERNOS EN HUMERO,75,,ARTICULO 13,13175
793204,REDUCCIÓN ABIERTA DE FRACTURA SUPRACONDÍLEA DE HUMERO CON FIJACION,100,,ARTICULO 13,13176
793205,REDUCCIÓN ABIERTA DE FRACTURA SUPRACONDÍLEA E INTERCONDÍLEA DE HUMERO,100,,ARTICULO 13,13176
793201,REDUCCIÓN ABIERTA DE FRACTURA SUBCAPITAL DE HUMERO CON FIJACION INTERNA,95,,ARTICULO 13,13177
793206,REDUCCIÓN ABIERTA DE FRACTURA DE EPICÓNDILO O EPITRÓCLEA DE HUMERO CON,95,,ARTICULO 13,13177
781202,COLOCACIÓN DE DISPOSITIVO DE FIJACION EN CODO (95),40,,ARTICULO 13,13179
840900,AMPUTACIÓN INTERTORACO ESCAPULAR SOD,140,,ARTICULO 13,13180
840001,AMPUTACIÓN CON COLGAJO CERRADO DE MIEMBRO SUPERIOR SITIO NO,90,,ARTICULO 13,13181
840701,AMPUTACIÓN DE BRAZO,80,,ARTICULO 13,13181
840800,DESARTICULACIÓN DE HOMBRO SOD,130,,ARTICULO 13,13182
842401,REIMPLANTE DE MIEMBRO SUPERIOR A NIVEL DEL BRAZO SOD,600,,ARTICULO 13,13190
770301,"SECUESTRECTOMIA, DRENAJE, DESBRIDAMIENTO DE RADIO O CUBITO (91) EXCLUYE: el desbridamiento de fractura abierta (91)",85,,ARTICULO 13,13200
770302,"SECUESTRECTOMIA, DRENAJE, DESBRIDAMIENTO DE RADIO Y CUBITO (91)",120,,ARTICULO 13,13200
776301,ESCISIÓN TUMOR BENIGNO EN RADIO O CUBITO,85,,ARTICULO 13,13200
786301,EXTRACCIÓN DE DISPOSITIVO IMPLANTADO EN RADIO O CUBITO (96) EXCLUYE: el retiro de electrodos y/o receptor neuroestimulador (96),35,,ARTICULO 13,13201
786302,EXTRACCIÓN DE CUERPO EXTRAÑO EN RADIO O CUBITO POR VIA ABIERTA (96),35,,ARTICULO 13,13201
800201,EXTRACCIÓN DE DISPOSITIVO IMPLANTADO EN CODO POR ARTROTOMÍA,30,,ARTICULO 13,13202
839903,EXTRACCIÓN DE CUERPO EXTRAÑO EN TEJIDOS BLANDOS DE ANTEBRAZO (MÚSCULO,50,,ARTICULO 13,13203
796201,LAVADO Y DESBRIDAMIENTO DE FRACTURA ABIERTA DE CÚBITO O RADIO (98) EXCLUYE: el lavado y desbridamiento de articulación y luxofractura (98),70,,ARTICULO 13,13204
808031,"DESBRIDAMIENTO, LAVADO Y LIMPIEZA DE ARTICULACIÓN DE MUÑECA O PUÑO VIA",70,,ARTICULO 13,13204
808021,"DESBRIDAMIENTO, LAVADO Y LIMPIEZA DE ARTICULACIÓN DE CODO VIA ABIERTA",40,,ARTICULO 13,13205
834920,"LIMPIEZA Y DESBRIDAMIENTO QUIRURGICOS DE MUSCULOS , TENDONES Y FASCIA EN",40,,ARTICULO 13,13205
772301,OSTEOTOMÍA EN RADIO O CÚBITO CON FIJACION INTERNA O EXTERNA [DISPOSITIVOS,85,,ARTICULO 13,13220
772302,OSTEOTOMÍA EN RADIO Y CÚBITO CON FIJACION (INTERNA O EXTERNA) [DISPOSITIVOS,120,,ARTICULO 13,13220
782241,ACORTAMIENTO DE CÚBITO O RADIO MEDIANTE RESECCIÓN/OSTEOTOMÍA,85,,ARTICULO 13,13220
782243,ACORTAMIENTO DE RADIO Y CÚBITO MEDIANTE RESECCIÓN/OSTEOTOMÍA,120,,ARTICULO 13,13220
778306,RESECCION DE CABEZA DE RADIO (94),50,,ARTICULO 13,13221
778301,RESECCIÓN PARCIAL DE DIAFISIS EN CÚBITO (HEMIDIAFISECTOMIA) (94),85,,ARTICULO 13,13222
778303,RESECCIÓN PARCIAL DE DIAFISIS EN RADIO (94),85,,ARTICULO 13,13222
778302,RESECCIÓN DE EPÍFISIS DE CUBITO (94),40,,ARTICULO 13,13223
778304,RESECCIÓN DE CÚPULA DE RADIO (94),40,,ARTICULO 13,13223
778305,RESECCION DE OLECRANON (94),40,,ARTICULO 13,13223
779301,RESECCIÓN TOTAL O RADICAL DE CÚBITO O RADIO,110,,ARTICULO 13,13224
780300,INJERTO ÓSEO EN CÚBITO O RADIO SOD,90,,ARTICULO 13,13240
782211,EPIFISIODESIS ABIERTA DE CUBITO O RADIO,55,,ARTICULO 13,13241
782213,EPIFISIODESIS ABIERTA DE CUBITO Y RADIO,70,,ARTICULO 13,13241
782221,EPIFISIODESIS PERCUTÁNEA DE CÚBITO O RADIO,40,,ARTICULO 13,13241
782223,EPIFISIODESIS PERCUTÁNEA DE RADIO Y CÚBITO,55,,ARTICULO 13,13241
843200,REMODELACIÓN [REVISIÓN] [ RECONSTRUCCIÓN] DEL MUÑON DE AMPUTACIÓN DE,75,,ARTICULO 13,13242
776302,ESCISIÓN TUMOR MALIGNO EN RADIO O CUBITO,85,,ARTICULO 13,13243
799202,REDUCCION CERRADA DE FRACTURA DE CODO NCOC,50,,ARTICULO 13,13250
790301,REDUCCION CERRADA SIN FIJACION DE FRACTURA DE RADIO Y CUBITO,45,,ARTICULO 13,13251
790300,REDUCCIÓN CERRADA DE FRACTURA SIN FIJACIÓN INTERNA DE CUBITO O RADIO SOD,35,,ARTICULO 13,13252
794201,REDUCCION CERRADA DE EPIFISIS SEPARADA EN CUBITO O RADIO SIN FIJACION,30,,ARTICULO 13,13252
794202,REDUCCION CERRADA DE EPIFISIS SEPARADA CUBITO O RADIO CON FIJACION,35,,ARTICULO 13,13252
794203,REDUCCION CERRADA DE EPIFISIS SEPARADA EN RADIO Y CUBITO SIN FIJACION,45,,ARTICULO 13,13252
794204,REDUCCION CERRADA DE EPIFISIS SEPARADA EN RADIO Y CUBITO CON FIJACION,55,,ARTICULO 13,13252
799201,REDUCCCIÓN CERRADA DE LUXOFRACTURA RADIOCUBITAL (MONTEGGIA-GALLEAZI),50,,ARTICULO 13,13253
798301,REDUCCIÓN ABIERTA DE LUXACIÓN RADIOCUBITAL,60,,ARTICULO 13,13254
785300,FIJACIÓN INTERNA SIN REDUCCIÓN DE FRACTURA DE RADIO O CÚBITO SOD,85,,ARTICULO 13,13271
792301,REDUCCIÓN ABIERTA FRACTURA SIN FIJACIÓN INTERNA DE RADIO O CUBITO,80,,ARTICULO 13,13271
793301,REDUCCIÓN ABIERTA DE FRACTURA EN DIAFISIS DE CÚBITO O RADIO CON FIJACION,85,,ARTICULO 13,13271
793304,REDUCCIÓN ABIERTA DE FRACTURA EN SEGMENTO PROXIMAL DE RADIO(CÚPULA,85,,ARTICULO 13,13271
795201,REDUCCIÓN ABIERTA DE EPÍFISIS SEPARADA DE RADIO O CUBITO SIN FIJACION,80,,ARTICULO 13,13271
795202,REDUCCIÓN ABIERTA DE EPÍFISIS SEPARADA DE RADIO O CUBITO CON FIJACION,85,,ARTICULO 13,13271
792302,REDUCCIÓN ABIERTA DE FRACTURA SIN FIJACIÓN INTERNA DE RADIO Y CÚBITO,110,,ARTICULO 13,13272
793305,REDUCCIÓN ABIERTA DE FRACTURA EN SEGMENTO PROXIMAL DE RADIO Y CUBITO,120,,ARTICULO 13,13272
793306,REDUCCIÓN ABIERTA DE FRACTURA EN SEGMENTO DISTAL DE RADIO Y CUBITO CON,120,,ARTICULO 13,13272
793307,REDUCCIÓN ABIERTA DE FRACTURA EN DIÁFISIS DE CÚBITO Y RADIO CON FIJACION,120,,ARTICULO 13,13272
795203,REDUCCIÓN ABIERTA DE EPÍFISIS SEPARADA DE RADIO Y CUBITO SIN FIJACION,110,,ARTICULO 13,13272
795204,REDUCCIÓN ABIERTA DE EPÍFISIS SEPARADA DE RADIO Y CUBITO CON FIJACION,120,,ARTICULO 13,13272
793303,REDUCCIÓN ABIERTA DE FRACTURA EN SEGMENTO DISTAL DE CUBITO O,85,,ARTICULO 13,13273
799203,REDUCCIÓN ABIERTA FRACTURA O LUXOFRACTURA CODO SIN FIJACION INTERNA,60,,ARTICULO 13,13274
799204,REDUCCIÓN ABIERTA FRACTURA O LUXOFRACTURA CODO CON FIJACION INTERNA,85,,ARTICULO 13,13274
793302,REDUCCIÓN ABIERTA DE FRACTURA EN SEGMENTO PROXIMAL DE CUBITO O DE,85,,ARTICULO 13,13274
791301,"REDUCCIÓN CERRADA DE FRACTURA DE CUBITO O RADIO (COLLES, OTROS) CON",60,,ARTICULO 13,13277
781301,APLICACIÓN TUTOR EXTERNO EN RADIO O CUBITO,60,,ARTICULO 13,13278
781302,APLICACIÓN DE TUTORES EXTERNOS EN RADIO Y CUBITO,70,,ARTICULO 13,13278
781304,APLICACIÓN DE TUTORES EXTERNOS EN PUÑO O MUÑECA,70,,ARTICULO 13,13278
781401,APLICACIÓN TUTOR EXTERNO EN MANO,60,,ARTICULO 13,13278
840500,AMPUTACIÓN A TRAVÉS DE ANTEBRAZO SOD,75,,ARTICULO 13,13280
840600,DESARTICULACIÓN DE CODO SOD,100,,ARTICULO 13,13281
840400,DESARTICULACIÓN DE MUÑECA SOD,75,,ARTICULO 13,13282
842301,REIMPLANTE DEL MIEMBRO SUPERIOR A NIVEL DEL ANTEBRAZO,600,,ARTICULO 13,13290
770920,"SECUESTRECTOMÍA, DRENAJE, DESBRIDAMIENTO DE HUESOS PELVIANOS (91) (92) EXCLUYE: el desbridamiento de fractura abierta (91)",75,,ARTICULO 13,13300
776920,ESCISIÓN DE TUMOR BENIGNO EN HUESOS PELVIANOS,75,,ARTICULO 13,13300
796903,LAVADO Y DESBRIDAMIENTO DE FRACTURA EXPUESTA DE PELVIS (98) EXCLUYE: el lavado y desbridamiento de articulación y luxofractura (98),70,,ARTICULO 13,13301
808051,"DESBRIDAMIENTO, LAVADO Y LIMPIEZA DE ARTICULACIÓN DE PELVIS VIA ABIERTA",55,,ARTICULO 13,13302
786921,"EXTRACCIÓN DE CUERPO EXTRAÑO EN HUESOS PELVIANOS, POR VIA ABIERTA (96) EXCLUYE: el retiro de electrodos y/o receptor neuroestimulador (96)",60,,ARTICULO 13,13310
839906,EXTRACCIÓN DE CUERPO EXTRAÑO EN TEJIDOS BLANDOS DE PELVIS (MÚSCULO,35,,ARTICULO 13,13311
786920,EXTRACCIÓN DE DISPOSITIVO IMPLANTADO EN HUESOS PELVIANOS (96),50,,ARTICULO 13,13312
772920,OSTEOTOMÍAS SIMPLES EN PELVIS [PEMBERTON-SALTER- CHIARI- DEGA],200,,ARTICULO 13,13320
772921,OSTEOTOMÍAS COMPLEJAS EN PELVIS CON FIJACION [GANZ-DOBLE- TRIPLE],200,,ARTICULO 13,13320
772502,OSTEOTOMÍA SUPRA E INTERCONDILEA DE FÉMUR CON FIJACIÓN INTERNA O EXTERNA,140,,ARTICULO 13,13322
772501,OSTEOTOMÍA FEMORAL DIAFISIARIA CON FIJACION INTERNA O EXTERNA,140,,ARTICULO 13,13322
772520,ÓSTEOTOMÍA CON DESCENSO DEL TROCANTER MAYOR,140,,ARTICULO 13,13322
778921,RESECCIÓN PARCIAL DE HUESOS PELVIANOS (94),110,,ARTICULO 13,13323
780920,INJERTO OSEO EN PELVIS O CADERA NCOC,105,,ARTICULO 13,13340
776921,ESCISIÓN DE TUMOR MALIGNO EN HUESOS PELVIANOS,160,,ARTICULO 13,13342
843900,REMODELACIÓN [REVISIÓN] [ RECONSTRUCCIÓN] DEL MUÑON DE AMPUTACIÓN EN,75,,ARTICULO 13,M13341
790903,REDUCCIÓN CERRADA DE FRACTURA SIN FIJACIÓN INTERNA DE FRACTURA DE,50,,ARTICULO 13,13350
791902,REDUCCIÓN CERRADA DE FRACTURA CON FIJACIÓN INTERNA DE HUESOS PELVIANOS,60,,ARTICULO 13,13350
799500,REDUCCION DE FRACTURAS INTRAARTICULARES Y LUXOFRACTURAS EN CADERA SOD,50,,ARTICULO 13,13350
792903,REDUCCIÓN ABIERTA DE FRACTURA SIN FIJACIÓN INTERNA DE HUESOS PELVIANOS,140,,ARTICULO 13,13360
793910,REDUCCIÓN ABIERTA DE FRACTURA DEL ILÍACO CON FIJACION INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSINTESIS) (97),150,,ARTICULO 13,13360
793920,"REDUCCIÓN ABIERTA DE FRACTURA EN PELVIS [ ACETABULO, REBORDE ANTERIOR O (97)",145,,ARTICULO 13,13361
793921,"REDUCCIÓN ABIERTA DE FRACTURA COMPLEJA EN PELVIS [ACETABULO, REBORDE FIJACIÓN U OSTEOSÍNTESIS) (97)",200,,ARTICULO 13,13362
781501,APLICACIÓN TUTOR EXTERNO EN CADERA NCOC,70,,ARTICULO 13,13363
781920,"APLICACIÓN DE TUTORES EXTERNOS EN PELVIS, POR VIA ANTERIOR O POSTERIOR (95)",70,,ARTICULO 13,13363
793911,REDUCCIÓN ABIERTA DE FRACTURA EN RAMAS PÚBIS CON FIJACION INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSINTESIS) (97),90,,ARTICULO 13,13364
793912,REDUCCIÓN ABIERTA DE FRACTURA EN SINFISIS PÚBICA CON FIJACION INTERNA (DISPOSITIVOS DE FIJACIÓN U OSTEOSINTESIS) (97),90,,ARTICULO 13,13364
778923,HEMIPELVECTOMÍA (94),200,,ARTICULO 13,13380
778922,HEMI-HEMIPELVECTOMÍA (94),210,,ARTICULO 13,13381
841800,DESARTICULACIÓN DE PELVIS SOD,160,,ARTICULO 13,13382
770500,"SECUESTRECTOMÍA, DRENAJE, DESBRIDAMIENTO DE FÉMUR SOD (91) EXCLUYE: el desbridamiento de fractura abierta (91)",85,,ARTICULO 13,13400
776501,ESCISIÓN TUMOR BENIGNO EN FÉMUR,85,,ARTICULO 13,13400
770600,"SECUESTRECTOMÍA, DRENAJE, DESBRIDAMIENTO DE RÓTULA SOD (91)",55,,ARTICULO 13,13401
776601,ESCISIÓN TUMOR BENIGNO EN RÓTULA,55,,ARTICULO 13,13401
796500,LAVADO Y DESBRIDAMIENTO DE FRACTURA ABIERTA DE FÉMUR SOD (98) EXCLUYE: el lavado y desbridamiento de articulación y luxofractura (98),70,,ARTICULO 13,13402
796902,LAVADO Y DESBRIDAMIENTO DE FRACTURA EXPUESTA DE RÓTULA (98),70,,ARTICULO 13,13402
808061,"DESBRIDAMIENTO, LAVADO Y LIMPIEZA DE RODILLA VIA ABIERTA",40,,ARTICULO 13,13403
834930,"LIMPIEZA Y DESBRIDAMIENTO QUIRURGICOS DE MUSCULOS , TENDONES Y FASCIA EN",40,,ARTICULO 13,13403
786502,"EXTRACCIÓN DE CUERPO EXTRAÑO EN FEMUR, POR VIA ABIERTA (96) EXCLUYE: el retiro de electrodos y/o receptor neuroestimulador (96)",70,,ARTICULO 13,13410
786602,"EXTRACCIÓN DE CUERPO EXTRAÑO EN ROTULA, VÍA ABIERTA (96)",20,,ARTICULO 13,13411
786501,EXTRACCIÓN DE DISPOSITIVO IMPLANTADO EN FEMUR (96),55,,ARTICULO 13,13412
786601,EXTRACCIÓN DE DISPOSITIVO IMPLANTADO EN ROTULA (96),50,,ARTICULO 13,13416
772503,"OSTEOTOMÍA SUPRACONDÍLEA O INTERCONDILEA DE FÉMUR, CON FIJACIÓN INTERNA",115,,ARTICULO 13,13420
782404,ACORTAMIENTO DE FÉMUR MEDIANTE RESECCIÓN/OSTEOTOMÍA,110,,ARTICULO 13,13420
772504,"OSTEOTOMÍA MÚLTIPLE DE FÉMUR, CON FIJACIÓN (INTERNA O EXTERNA)",145,,ARTICULO 13,13421
772505,OSTEOTOMÍA VALGUIZANTE O VARIZANTE DE CUELLO DE FÉMUR CON FIJACIÓN,140,,ARTICULO 13,13422
778501,HEMIDIAFISECTOMÍA EN FÉMUR (94),85,,ARTICULO 13,13423
779500,RESECCIÓN TOTAL DE FÉMUR SOD,125,,ARTICULO 13,13424
772600,OSTEOTOMÍA EN RÓTULA SOD,80,,ARTICULO 13,13425
776602,ESCISIÓN TUMOR MALIGNO EN RÓTULA,80,,ARTICULO 13,13425
778600,RESECCIÓN PARCIAL DE RÓTULA O HEMIPATELECTOMÍA SOD (94),80,,ARTICULO 13,13425
779600,RESECCIÓN TOTAL DE RÓTULA O PATELECTOMÍA SOD,80,,ARTICULO 13,13425
782401,EPIFISIODESIS ABIERTA DE FÉMUR,85,,ARTICULO 13,13440
782402,EPIFISIODESIS PERCUTÁNEA DE FÉMUR,70,,ARTICULO 13,13440
